x0_ord_0,x0_ord_1,x0_ord_2,x1,x2,x3,x4,score
1.0,1.0,1.0,0.0,1.0,0.13157894736842105,1.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.02631578947368421,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.2631578947368421,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.05263157894736842,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.34210526315789475,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.13157894736842105,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0
1.0,1.0,0.0,1.0,1.0,0.05263157894736842,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.10526315789473684,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.10526315789473684,0.0,1.0
1.0,1.0,0.0,1.0,1.0,0.02631578947368421,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.7105263157894737,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.02631578947368421,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,1.0,0.0,0.0,0.2631578947368421,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.02631578947368421,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.18421052631578946,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.02631578947368421,0.0,1.0
1.0,1.0,1.0,0.0,0.0,0.15789473684210525,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.10526315789473684,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.18421052631578946,1.0,1.0
1.0,1.0,1.0,0.0,0.0,0.23684210526315788,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.2894736842105263,0.0,0.0
1.0,1.0,1.0,0.0,1.0,0.2631578947368421,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,1.0
1.0,1.0,1.0,0.0,0.0,0.07894736842105263,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,1.0,0.0,1.0,0.13157894736842105,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.10526315789473684,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.15789473684210525,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.05263157894736842,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.10526315789473684,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.3157894736842105,0.0,1.0
1.0,1.0,1.0,0.0,0.0,0.10526315789473684,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.07894736842105263,0.0,0.0
1.0,1.0,0.0,0.0,1.0,0.05263157894736842,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.4473684210526316,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.3157894736842105,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.5263157894736842,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.02631578947368421,1.0,0.0
1.0,1.0,1.0,0.0,1.0,0.3684210526315789,0.0,1.0
1.0,0.0,0.0,0.0,1.0,0.10526315789473684,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.0
1.0,1.0,0.0,0.0,1.0,0.18421052631578946,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.05263157894736842,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,0.0,0.0,1.0,0.2894736842105263,1.0,0.0
1.0,1.0,1.0,1.0,0.0,0.02631578947368421,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,1.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.21052631578947367,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.02631578947368421,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.23684210526315788,0.0,1.0
1.0,1.0,0.0,1.0,1.0,0.05263157894736842,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.42105263157894735,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.13157894736842105,1.0,0.0
1.0,1.0,1.0,0.0,0.0,0.05263157894736842,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.4473684210526316,1.0,1.0
1.0,1.0,1.0,0.0,0.0,0.10526315789473684,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.15789473684210525,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.4473684210526316,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0
1.0,1.0,1.0,1.0,0.0,0.05263157894736842,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.13157894736842105,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.10526315789473684,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.2894736842105263,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.3684210526315789,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.05263157894736842,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,1.0,0.05263157894736842,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.15789473684210525,1.0,1.0
1.0,0.0,0.0,1.0,1.0,0.05263157894736842,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0,0.05263157894736842,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.21052631578947367,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.07894736842105263,1.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.05263157894736842,1.0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,1.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.05263157894736842,0.0,0.0
1.0,1.0,0.0,0.0,1.0,0.02631578947368421,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,0.0,0.0,0.3157894736842105,1.0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.05263157894736842,0.0,0.0
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.23684210526315788,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,0.0,0.0,0.3157894736842105,1.0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.13157894736842105,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,1.0,0.21052631578947367,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.10526315789473684,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.07894736842105263,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.15789473684210525,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.05263157894736842,1.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.02631578947368421,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.18421052631578946,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.05263157894736842,1.0,1.0
1.0,1.0,1.0,0.0,1.0,0.10526315789473684,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.13157894736842105,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.02631578947368421,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.02631578947368421,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.34210526315789475,1.0,1.0
1.0,1.0,1.0,0.0,0.0,0.39473684210526316,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.07894736842105263,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.15789473684210525,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.02631578947368421,0.0,1.0
1.0,0.0,0.0,1.0,1.0,0.15789473684210525,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.05263157894736842,0.0,1.0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.34210526315789475,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.13157894736842105,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.05263157894736842,1.0,1.0
1.0,1.0,1.0,0.0,0.0,0.4473684210526316,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.02631578947368421,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.07894736842105263,1.0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,0.02631578947368421,1.0,0.0
1.0,1.0,1.0,0.0,0.0,0.5789473684210527,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.5263157894736842,1.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.18421052631578946,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.05263157894736842,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.23684210526315788,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.23684210526315788,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.2631578947368421,1.0,1.0
1.0,1.0,0.0,1.0,1.0,0.02631578947368421,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.13157894736842105,1.0,1.0
1.0,1.0,0.0,1.0,1.0,0.07894736842105263,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.07894736842105263,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.21052631578947367,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.07894736842105263,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.13157894736842105,0.0,1.0
1.0,1.0,0.0,1.0,1.0,0.18421052631578946,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.10526315789473684,1.0,1.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,0.0,0.0,0.5263157894736842,1.0,0.0
1.0,1.0,1.0,0.0,0.0,0.7631578947368421,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.18421052631578946,1.0,1.0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.18421052631578946,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.10526315789473684,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.10526315789473684,0.0,1.0
1.0,1.0,0.0,0.0,1.0,0.02631578947368421,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.21052631578947367,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.42105263157894735,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.07894736842105263,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.05263157894736842,0.0,1.0
1.0,1.0,0.0,1.0,1.0,0.05263157894736842,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.02631578947368421,0.0,1.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.15789473684210525,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.21052631578947367,1.0,1.0
1.0,1.0,0.0,0.0,1.0,0.15789473684210525,0.0,1.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.02631578947368421,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.02631578947368421,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.18421052631578946,1.0,1.0
1.0,1.0,0.0,0.0,1.0,0.05263157894736842,1.0,1.0
1.0,1.0,1.0,0.0,0.0,0.3157894736842105,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.13157894736842105,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.10526315789473684,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.42105263157894735,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.39473684210526316,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.18421052631578946,1.0,0.0
1.0,1.0,1.0,0.0,0.0,0.34210526315789475,1.0,0.0
1.0,1.0,1.0,1.0,1.0,0.02631578947368421,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.07894736842105263,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.21052631578947367,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.2894736842105263,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.18421052631578946,1.0,0.0
1.0,1.0,1.0,0.0,0.0,0.6578947368421053,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.5526315789473685,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.13157894736842105,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,1.0
1.0,1.0,0.0,1.0,0.0,0.05263157894736842,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.42105263157894735,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1.0,1.0,1.0,0.0,0.0,0.02631578947368421,1.0,0.0
1.0,1.0,1.0,1.0,0.0,0.47368421052631576,0.0,1.0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.15789473684210525,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0,0.05263157894736842,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.05263157894736842,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.3157894736842105,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.21052631578947367,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.0
1.0,1.0,1.0,1.0,0.0,0.07894736842105263,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.2631578947368421,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.0
1.0,1.0,1.0,0.0,1.0,0.13157894736842105,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.02631578947368421,1.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.13157894736842105,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.2894736842105263,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.39473684210526316,0.0,1.0
1.0,1.0,0.0,1.0,0.0,0.02631578947368421,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.07894736842105263,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.02631578947368421,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.02631578947368421,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.02631578947368421,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,1.0,1.0,0.0,0.07894736842105263,1.0,1.0
1.0,1.0,1.0,0.0,0.0,0.02631578947368421,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.6052631578947368,1.0,1.0
1.0,1.0,0.0,1.0,1.0,0.2894736842105263,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.21052631578947367,1.0,1.0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.13157894736842105,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.2631578947368421,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.13157894736842105,0.0,0.0
1.0,1.0,0.0,1.0,1.0,0.23684210526315788,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.2894736842105263,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.3157894736842105,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.02631578947368421,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.02631578947368421,1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
